ERR1430425-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U001/visit-01/ERR1430425/ERR1430425-filtered-reads-fasta/ERR1430425-merged.fasta
ERR1430426-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U001/visit-02/ERR1430426/ERR1430426-filtered-reads-fasta/ERR1430426-merged.fasta
ERR1430427-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U001/visit-03/ERR1430427/ERR1430427-filtered-reads-fasta/ERR1430427-merged.fasta
ERR1430428-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U001/visit-04/ERR1430428/ERR1430428-filtered-reads-fasta/ERR1430428-merged.fasta
ERR1430429-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U002/visit-01/ERR1430429/ERR1430429-filtered-reads-fasta/ERR1430429-merged.fasta
ERR1430430-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U002/visit-02/ERR1430430/ERR1430430-filtered-reads-fasta/ERR1430430-merged.fasta
ERR1430431-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U002/visit-03/ERR1430431/ERR1430431-filtered-reads-fasta/ERR1430431-merged.fasta
ERR1430432-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U002/visit-04/ERR1430432/ERR1430432-filtered-reads-fasta/ERR1430432-merged.fasta
ERR1430433-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U003/visit-01/ERR1430433/ERR1430433-filtered-reads-fasta/ERR1430433-merged.fasta
ERR1430434-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U003/visit-02/ERR1430434/ERR1430434-filtered-reads-fasta/ERR1430434-merged.fasta
ERR1430435-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U003/visit-03/ERR1430435/ERR1430435-filtered-reads-fasta/ERR1430435-merged.fasta
ERR1430436-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U003/visit-04/ERR1430436/ERR1430436-filtered-reads-fasta/ERR1430436-merged.fasta
ERR1430437-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U004/visit-01/ERR1430437/ERR1430437-filtered-reads-fasta/ERR1430437-merged.fasta
ERR1430438-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U004/visit-02/ERR1430438/ERR1430438-filtered-reads-fasta/ERR1430438-merged.fasta
ERR1430439-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U004/visit-03/ERR1430439/ERR1430439-filtered-reads-fasta/ERR1430439-merged.fasta
ERR1430440-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U004/visit-04/ERR1430440/ERR1430440-filtered-reads-fasta/ERR1430440-merged.fasta
ERR1430441-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U005/visit-01/ERR1430441/ERR1430441-filtered-reads-fasta/ERR1430441-merged.fasta
ERR1430442-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U005/visit-02/ERR1430442/ERR1430442-filtered-reads-fasta/ERR1430442-merged.fasta
ERR1430443-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U005/visit-03/ERR1430443/ERR1430443-filtered-reads-fasta/ERR1430443-merged.fasta
ERR1430444-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U005/visit-04/ERR1430444/ERR1430444-filtered-reads-fasta/ERR1430444-merged.fasta
ERR1430445-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U007/visit-01/ERR1430445/ERR1430445-filtered-reads-fasta/ERR1430445-merged.fasta
ERR1430446-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U007/visit-02/ERR1430446/ERR1430446-filtered-reads-fasta/ERR1430446-merged.fasta
ERR1430447-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U007/visit-03/ERR1430447/ERR1430447-filtered-reads-fasta/ERR1430447-merged.fasta
ERR1430448-merged.fasta,/tigress/DONIA/data/T2D_Acarbose/GUT2D/AC_USD/2U007/visit-04/ERR1430448/ERR1430448-filtered-reads-fasta/ERR1430448-merged.fasta
