PNP_DietIntervention_10-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_10/PNP_DietIntervention_10-filtered-reads-fasta/PNP_DietIntervention_10-merged.fasta
PNP_DietIntervention_11-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_11/PNP_DietIntervention_11-filtered-reads-fasta/PNP_DietIntervention_11-merged.fasta
PNP_DietIntervention_12-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_12/PNP_DietIntervention_12-filtered-reads-fasta/PNP_DietIntervention_12-merged.fasta
PNP_DietIntervention_13-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_13/PNP_DietIntervention_13-filtered-reads-fasta/PNP_DietIntervention_13-merged.fasta
PNP_DietIntervention_14-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_14/PNP_DietIntervention_14-filtered-reads-fasta/PNP_DietIntervention_14-merged.fasta
PNP_DietIntervention_15-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_15/PNP_DietIntervention_15-filtered-reads-fasta/PNP_DietIntervention_15-merged.fasta
PNP_DietIntervention_16-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_16/PNP_DietIntervention_16-filtered-reads-fasta/PNP_DietIntervention_16-merged.fasta
PNP_DietIntervention_17-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_17/PNP_DietIntervention_17-filtered-reads-fasta/PNP_DietIntervention_17-merged.fasta
PNP_DietIntervention_18-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_18/PNP_DietIntervention_18-filtered-reads-fasta/PNP_DietIntervention_18-merged.fasta
PNP_DietIntervention_19-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_19/PNP_DietIntervention_19-filtered-reads-fasta/PNP_DietIntervention_19-merged.fasta
PNP_DietIntervention_1-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_1/PNP_DietIntervention_1-filtered-reads-fasta/PNP_DietIntervention_1-merged.fasta
PNP_DietIntervention_20-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_20/PNP_DietIntervention_20-filtered-reads-fasta/PNP_DietIntervention_20-merged.fasta
PNP_DietIntervention_21-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_21/PNP_DietIntervention_21-filtered-reads-fasta/PNP_DietIntervention_21-merged.fasta
PNP_DietIntervention_22-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_22/PNP_DietIntervention_22-filtered-reads-fasta/PNP_DietIntervention_22-merged.fasta
PNP_DietIntervention_23-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_23/PNP_DietIntervention_23-filtered-reads-fasta/PNP_DietIntervention_23-merged.fasta
PNP_DietIntervention_24-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_24/PNP_DietIntervention_24-filtered-reads-fasta/PNP_DietIntervention_24-merged.fasta
PNP_DietIntervention_25-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_25/PNP_DietIntervention_25-filtered-reads-fasta/PNP_DietIntervention_25-merged.fasta
PNP_DietIntervention_26-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_26/PNP_DietIntervention_26-filtered-reads-fasta/PNP_DietIntervention_26-merged.fasta
PNP_DietIntervention_27-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_27/PNP_DietIntervention_27-filtered-reads-fasta/PNP_DietIntervention_27-merged.fasta
PNP_DietIntervention_28-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_28/PNP_DietIntervention_28-filtered-reads-fasta/PNP_DietIntervention_28-merged.fasta
PNP_DietIntervention_29-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_29/PNP_DietIntervention_29-filtered-reads-fasta/PNP_DietIntervention_29-merged.fasta
PNP_DietIntervention_2-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_2/PNP_DietIntervention_2-filtered-reads-fasta/PNP_DietIntervention_2-merged.fasta
PNP_DietIntervention_30-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_30/PNP_DietIntervention_30-filtered-reads-fasta/PNP_DietIntervention_30-merged.fasta
PNP_DietIntervention_31-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_31/PNP_DietIntervention_31-filtered-reads-fasta/PNP_DietIntervention_31-merged.fasta
PNP_DietIntervention_32-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_32/PNP_DietIntervention_32-filtered-reads-fasta/PNP_DietIntervention_32-merged.fasta
PNP_DietIntervention_33-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_33/PNP_DietIntervention_33-filtered-reads-fasta/PNP_DietIntervention_33-merged.fasta
PNP_DietIntervention_34-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_34/PNP_DietIntervention_34-filtered-reads-fasta/PNP_DietIntervention_34-merged.fasta
PNP_DietIntervention_35-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_35/PNP_DietIntervention_35-filtered-reads-fasta/PNP_DietIntervention_35-merged.fasta
PNP_DietIntervention_36-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_36/PNP_DietIntervention_36-filtered-reads-fasta/PNP_DietIntervention_36-merged.fasta
PNP_DietIntervention_37-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_37/PNP_DietIntervention_37-filtered-reads-fasta/PNP_DietIntervention_37-merged.fasta
PNP_DietIntervention_38-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_38/PNP_DietIntervention_38-filtered-reads-fasta/PNP_DietIntervention_38-merged.fasta
PNP_DietIntervention_39-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_39/PNP_DietIntervention_39-filtered-reads-fasta/PNP_DietIntervention_39-merged.fasta
PNP_DietIntervention_3-merged.fasta,/tigress/DONIA/data/Zeevi_2015/PNP_DietIntervention_3/PNP_DietIntervention_3-filtered-reads-fasta/PNP_DietIntervention_3-merged.fasta
